Period,Group,Sender,Time,ClientTime,Key,Value
0,0,admin,1461961387149728013,1461960123549,__set_config__,
0,0,25,1461961404296152773,0,__register__,"{""user_id"": ""25""}"
0,0,32,1461961404470556366,0,__register__,"{""user_id"": ""32""}"
0,0,2,1461961404642999574,0,__register__,"{""user_id"": ""2""}"
0,0,4,1461961404811637376,0,__register__,"{""user_id"": ""4""}"
0,0,3,1461961404981506261,0,__register__,"{""user_id"": ""3""}"
0,0,5,1461961405155037682,0,__register__,"{""user_id"": ""5""}"
0,0,6,1461961405329868278,0,__register__,"{""user_id"": ""6""}"
0,0,12,1461961405497621958,0,__register__,"{""user_id"": ""12""}"
0,0,9,1461961405666978042,0,__register__,"{""user_id"": ""9""}"
0,0,8,1461961405836556358,0,__register__,"{""user_id"": ""8""}"
0,0,18,1461961406005758781,0,__register__,"{""user_id"": ""18""}"
0,0,22,1461961406179025196,0,__register__,"{""user_id"": ""22""}"
0,0,17,1461961406357716908,0,__register__,"{""user_id"": ""17""}"
0,0,21,1461961406526855601,0,__register__,"{""user_id"": ""21""}"
0,0,16,1461961406737250744,0,__register__,"{""user_id"": ""16""}"
0,0,admin,1461961406840984375,1461961442621,__page_loaded__,
0,0,25,1461961406880926868,1461961442678,__page_loaded__,
0,1,25,1461961406885851072,1461961442681,__set_group__,"{""group"": 1}"
0,1,25,1461961406915066497,1461961442709,__set_group__,"{""group"": 1}"
0,1,32,1461961406915429140,1461961442709,__set_group__,"{""group"": 1}"
0,0,7,1461961406922367755,0,__register__,"{""user_id"": ""7""}"
0,0,32,1461961406931333083,1461961442725,__page_loaded__,
0,1,2,1461961406972695527,1461961442770,__set_group__,"{""group"": 1}"
0,1,25,1461961406973098392,1461961442770,__set_group__,"{""group"": 1}"
0,1,32,1461961406973396668,1461961442770,__set_group__,"{""group"": 1}"
0,0,2,1461961406975839526,1461961442771,__page_loaded__,
0,0,4,1461961407049372332,1461961442849,__page_loaded__,
0,1,2,1461961407050916963,1461961442848,__set_group__,"{""group"": 1}"
0,1,4,1461961407051232299,1461961442848,__set_group__,"{""group"": 1}"
0,1,25,1461961407051536741,1461961442848,__set_group__,"{""group"": 1}"
0,1,32,1461961407051833589,1461961442848,__set_group__,"{""group"": 1}"
